
  ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net 
lag(jan2017reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2016reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2017reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2016reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2017reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2016reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2017reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2016reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2017reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2017reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R^2 ,0.061 ,0.035 ,0.018 ,0.059 ,0.05 ,0.035 ,0.032 ,0.027 ,0.029 ,0.063 ,0.047 ,0.044 ,0.075 ,0.066 ,0.062 ,0.059 ,0.05 ,0.047 ,0.077 ,0.078 ,0.066 ,0.069 ,0.056 ,0.052 ,0.055 ,0.053 ,0.055 ,0.076 ,0.077 ,0.07 ,0.072 ,0.057 ,0.061 ,0.061 ,0.059 ,0.061 
adj.R^2 ,0.058 ,0.032 ,0.015 ,0.055 ,0.047 ,0.032 ,0.029 ,0.024 ,0.025 ,0.055 ,0.039 ,0.035 ,0.067 ,0.058 ,0.054 ,0.051 ,0.042 ,0.038 ,0.073 ,0.074 ,0.062 ,0.065 ,0.052 ,0.048 ,0.051 ,0.049 ,0.051 ,0.067 ,0.067 ,0.061 ,0.063 ,0.048 ,0.052 ,0.051 ,0.049 ,0.052 
N ,563 ,562 ,561 ,562 ,561 ,560 ,559 ,558 ,557 ,563 ,562 ,561 ,562 ,561 ,560 ,559 ,558 ,557 ,487 ,486 ,485 ,486 ,485 ,484 ,483 ,482 ,481 ,487 ,486 ,485 ,486 ,485 ,484 ,483 ,482 ,481 
Standard errors in parentheses
"1",1
"1","(Intercept)",3.92062981507757,0.187388126071822,20.9225093247096,2.96454261001449e-72
"2","jan2016reduc",-0.608985551068198,0.352582021228354,-1.7272166883228,0.0846801507253338
"3","jan2017reduc",-0.118993021690002,0.181828744203159,-0.654423601787903,0.513107605427205
"1",2
"1","(Intercept)",3.72801204161925,0.21011094238642,17.7430646841942,3.33443286366485e-56
"2","lead(jan2016reduc, 1)",-0.352848329860999,0.240835341356062,-1.46510195669053,0.143455298381734
"3","lead(jan2017reduc, 1)",-0.180489753662555,0.187549907299165,-0.96235586709543,0.336286970774479
"1",3
"1","(Intercept)",3.52097135087361,0.295658442031539,11.9089153236423,2.70027635406983e-29
"2","lead(jan2016reduc, 2)",-0.0959829099709264,0.196652245684693,-0.488084484551592,0.625681731049828
"3","lead(jan2017reduc, 2)",-0.23721120512467,0.200945302230204,-1.1804764903283,0.238313713531432
"1",4
"1","(Intercept)",3.93748361312353,0.194491699069722,20.2449957091074,9.02537644552587e-69
"2","lag(jan2016reduc, 1)",-0.683264565436848,0.365993616519926,-1.86687563551986,0.0624422138792222
"3","lag(jan2017reduc, 1)",0.00782935591211875,0.15353962077287,0.0509924140277814,0.959349780847162
"1",5
"1","(Intercept)",3.90385866709252,0.213427022366682,18.2913045583582,6.63311755907021e-59
"2","lag(jan2016reduc, 2)",-0.668207764246847,0.356422805579805,-1.87476152980685,0.0613476631809528
"3","lag(jan2017reduc, 2)",0.0787205268984794,0.153194335486557,0.513860559194027,0.607552905306961
"1",6
"1","(Intercept)",3.77735588770254,0.230134436321057,16.4136925706886,1.1283046056333e-49
"2","lag(jan2016reduc, 3)",-0.560067475432017,0.328177573884773,-1.7065988659806,0.0884540108202132
"3","lag(jan2017reduc, 3)",0.147779811095497,0.14547918721069,1.01581411010686,0.310158947651028
"1",7
"1","(Intercept)",3.66588737029835,0.261482725946609,14.0196158542682,1.87320720583639e-38
"2","lag(jan2016reduc, 4)",-0.482922472944483,0.306079494754899,-1.57776813285449,0.115187635272031
"3","lag(jan2017reduc, 4)",0.244881981409511,0.16406085764155,1.49262892398469,0.136101543319038
"1",8
"1","(Intercept)",3.48264133522257,0.308513278048924,11.2884649803316,9.57052009165121e-27
"2","lag(jan2016reduc, 5)",-0.308719386046932,0.243584194357185,-1.26740319445454,0.205542670832008
"3","lag(jan2017reduc, 5)",0.308545855004754,0.17592935063466,1.7538054559497,0.0800157940949266
"1",9
"1","(Intercept)",3.34894866080513,0.364315047368163,9.19245220585359,7.70146178343051e-19
"2","lag(jan2016reduc, 6)",-0.171997462384276,0.179321488037302,-0.959157010500032,0.337898057035481
"3","lag(jan2017reduc, 6)",0.344289150488151,0.19152497382971,1.79762014114289,0.0727816348344339
"1",10
"1","(Intercept)",-3.39295177756003,5.54241410579162,-0.612179406445743,0.540668879759408
"2","jan2016reduc",-0.535336451786741,0.329365836654098,-1.62535512858595,0.104652556368016
"3","jan2017reduc",-0.132893389902636,0.190794258114665,-0.696527197494429,0.48638929154556
"4","proccess_milk_products_p2012",0.115119542359768,0.0579829181887642,1.98540442523079,0.0475894366851861
"5","lvalue_added_tax",-14.1089437839551,6.31581461337874,-2.23390720716663,0.0258852950684383
"6","lsalary_industry_worker",-0.14263568114164,0.525886794822322,-0.271228870064766,0.786315497173271
"1",11
"1","(Intercept)",-3.95383400754076,5.32389218973542,-0.742658541276217,0.458002080200258
"2","lead(jan2016reduc, 1)",-0.138388090415797,0.182078909516759,-0.760044591562423,0.447550084606432
"3","lead(jan2017reduc, 1)",-0.162113822962266,0.176577515221093,-0.918088708855615,0.358970509367244
"4","proccess_milk_products_p2012",0.211842426653822,0.100032802674935,2.1177295945833,0.0346411682931783
"5","lvalue_added_tax",1.23953829707778,13.4305381043476,0.0922925267362542,0.926498869376687
"6","lsalary_industry_worker",-1.36509270138563,0.750659920913236,-1.81852349293524,0.0695220356867404
"1",12
"1","(Intercept)",-12.3903462570675,9.85349447525627,-1.25745706644294,0.209117034924932
"2","lead(jan2016reduc, 2)",0.137773792472294,0.2461815813487,0.559642974577967,0.575948768540749
"3","lead(jan2017reduc, 2)",-0.217498517674326,0.189420030358818,-1.14823399226744,0.251366641794659
"4","proccess_milk_products_p2012",0.277198972430027,0.137420671642149,2.01715629182681,0.0441601435779128
"5","lvalue_added_tax",15.4015253111495,23.888731407069,0.64471926318331,0.519375520433723
"6","lsalary_industry_worker",-1.413014827826,0.804837519524864,-1.75565228204094,0.079699417206717
"1",13
"1","(Intercept)",-7.1166811677493,8.62882979235079,-0.824756234507955,0.409863686639691
"2","lag(jan2016reduc, 1)",-0.753289312665148,0.443139565198442,-1.69989179893657,0.0897105598134142
"3","lag(jan2017reduc, 1)",-0.0508913032886016,0.170707248634858,-0.298120341670189,0.765722687465915
"4","proccess_milk_products_p2012",-0.0557044370021947,0.0757047817602321,-0.735811341199274,0.46215581049651
"5","lvalue_added_tax",77.8519891702002,57.8737599282496,1.34520358218853,0.179107891029495
"6","lsalary_industry_worker",0.336722552896472,0.6566544265529,0.512785019457027,0.608305369696526
"1",14
"1","(Intercept)",-6.24250502599625,7.84276852860575,-0.795956810815889,0.426397446131811
"2","lag(jan2016reduc, 2)",-0.559517170066245,0.315542087070999,-1.77319347558333,0.0767450165520985
"3","lag(jan2017reduc, 2)",-0.00394149018641161,0.158094689030954,-0.0249311992108723,0.980118802810362
"4","proccess_milk_products_p2012",0.111791823194907,0.049124259650708,2.27569481941894,0.0232445536923686
"5","lvalue_added_tax",44.7775924794518,36.3748097488578,1.23100554445808,0.218842201520599
"6","lsalary_industry_worker",-0.865893303982195,0.605082633410925,-1.43103314517729,0.152983529750796
"1",15
"1","(Intercept)",8.85371788527706,8.58251360407417,1.03159963312778,0.302709849826254
"2","lag(jan2016reduc, 3)",-0.470707174458869,0.298506264434064,-1.57687536424497,0.115395025960633
"3","lag(jan2017reduc, 3)",0.0215936620522289,0.13019817445904,0.165852264380422,0.868333721284987
"4","proccess_milk_products_p2012",0.163809734377771,0.0769676833479518,2.12829238522392,0.0337535503044681
"5","lvalue_added_tax",26.3534673944521,25.2643563608765,1.04310860003789,0.297352956936616
"6","lsalary_industry_worker",-2.65443234222384,1.59744991832451,-1.66166858301758,0.0971449596737137
"1",16
"1","(Intercept)",5.46465638306667,7.55180144758021,0.723622889319698,0.469603262343869
"2","lag(jan2016reduc, 4)",-0.437545078916575,0.287003028235672,-1.52453122744505,0.12794772445425
"3","lag(jan2017reduc, 4)",0.0831879069063551,0.126017416599542,0.660130235574573,0.509445110188583
"4","proccess_milk_products_p2012",0.211653881519674,0.10442374232043,2.02687508430988,0.0431544639577492
"5","lvalue_added_tax",16.7688810891421,19.417605689022,0.863591596085538,0.388186680109291
"6","lsalary_industry_worker",-2.61374145153371,1.61187684730475,-1.62155158187438,0.105469377402264
"1",17
"1","(Intercept)",-0.233008474465373,5.97579837699586,-0.0389920241222246,0.968910845290797
"2","lag(jan2016reduc, 5)",-0.30540160049443,0.241312178364431,-1.26558718488385,0.20619483533889
"3","lag(jan2017reduc, 5)",0.0780150190835289,0.118857760610287,0.656372951021063,0.511857706170435
"4","proccess_milk_products_p2012",0.255201601376593,0.14017490726321,1.82059404467729,0.0692098893053783
"5","lvalue_added_tax",11.7332794370652,15.7073343567241,0.746993676367646,0.455385431564175
"6","lsalary_industry_worker",-2.37504740208597,1.47252402935237,-1.61290909672322,0.107335778589326
"1",18
"1","(Intercept)",6.72788990319162,9.63781414431203,0.698072177202362,0.485426541543696
"2","lag(jan2016reduc, 6)",-0.189765640764989,0.1813458369837,-1.04642953994056,0.295821581266856
"3","lag(jan2017reduc, 6)",0.171109099721794,0.116955711939621,1.46302473717685,0.144030785834572
"4","proccess_milk_products_p2012",0.18479016727709,0.0845332928259379,2.18600460362512,0.0292353508518433
"5","lvalue_added_tax",12.1884434260212,16.1589982001359,0.754282120405133,0.451002066532343
"6","lsalary_industry_worker",-2.42144121042852,1.58562294840725,-1.52712296000814,0.127304245832427
"1",19
"1","(Intercept)",3.80851639995884,0.103966271870122,36.6322301593784,1.20178692826418e-141
"2","jan2016reduc",-0.133403317467393,0.135362929994192,-0.985523270463462,0.32485950533561
"3","jan2017reduc",-0.153600359170785,0.175052481831728,-0.877453193256843,0.380675865894825
"1",20
"1","(Intercept)",3.79966774462173,0.103073381773842,36.8637147557528,1.71805795262868e-142
"2","lead(jan2016reduc, 1)",-0.107081933758005,0.123840864181,-0.864673663787571,0.387647156552169
"3","lead(jan2017reduc, 1)",-0.174167207063401,0.174279702440974,-0.999354512453271,0.318123378853342
"1",21
"1","(Intercept)",3.755543015928,0.123842991976185,30.3250345942078,8.48375768586273e-114
"2","lead(jan2016reduc, 2)",-0.0377047243873222,0.133492836251745,-0.282447548842376,0.77772160413504
"3","lead(jan2017reduc, 2)",-0.18417396305239,0.17019697987711,-1.08212239245004,0.279739217813941
"1",22
"1","(Intercept)",3.82818211303874,0.125771706723144,30.4375460330323,2.13087118331404e-114
"2","lag(jan2016reduc, 1)",-0.199647525120469,0.140186902372445,-1.42415248316173,0.155048058772978
